sensor_reading,noise_level,rolling_avg,reading_diff,pga,snr,p_wave_detected,ttf_seconds
5.68,0.36,6.01,0.08,1.06,11.66,1,19
3.35,0.04,3.42,0.05,1.02,11.42,1,16
5.26,0.57,5.43,0.03,0.84,20.41,1,18
5.42,-0.15,5.28,0.15,0.68,18.11,1,14
4.98,0.04,4.8,0.08,0.79,13.89,1,15
5.51,0.3,5.38,0.08,1.32,16.93,1,19
6.25,0.45,6.45,0.12,0.9,8.63,1,16
4.21,0.22,4.47,0.14,0.87,10.56,1,14
5.18,0.71,5.1,0.04,0.98,20.27,1,16
7.05,0.43,6.84,0.12,0.64,13.79,1,13
4.42,0.47,3.8,0.06,0.27,14.61,1,14
5.62,-0.28,5.05,0.14,0.73,19.73,1,9
4.13,0.33,4.47,0.13,0.88,17.69,1,15
6.52,0.21,7.03,0.06,0.52,4.21,1,17
4.69,0.27,5.29,0.12,0.64,13.9,1,14
3.52,0.54,3.6,0.06,0.82,21.28,1,15
6.8,0.2,6.81,0.18,1.03,19.59,1,21
3.38,0.56,3.13,0.03,0.66,3.4,1,17
4.88,0.65,5.08,0.04,1.02,13.14,1,11
5.77,0.32,6.01,0.08,0.92,17.11,1,16
5.4,0.39,5.31,0.22,1.0,21.32,1,17
4.09,0.44,4.15,0.1,0.83,21.96,1,16
4.01,0.67,3.75,0.07,0.67,25.86,1,11
4.93,0.19,5.18,0.05,0.94,15.99,1,11
6.32,0.31,5.9,0.18,1.05,9.25,1,18
4.24,0.41,4.1,0.14,0.82,10.88,1,17
4.85,0.23,5.03,0.09,0.49,22.75,1,17
5.84,0.18,6.18,0.14,0.86,22.59,1,16
6.19,0.83,5.96,0.14,0.64,15.78,1,13
3.15,0.27,3.19,0.05,0.82,18.37,1,13
4.75,0.06,4.74,0.19,0.69,12.89,1,9
5.65,0.48,5.66,0.2,0.97,8.76,1,10
5.85,0.3,5.29,0.11,1.13,13.88,1,12
6.97,0.03,7.17,-0.01,1.38,20.93,1,24
6.27,0.44,6.24,0.06,0.88,14.62,1,18
5.27,0.4,5.14,0.12,0.99,19.33,1,14
4.91,0.12,5.32,0.11,0.59,20.48,1,13
4.52,0.19,4.94,0.05,1.31,11.79,1,22
4.45,0.19,4.61,-0.0,1.14,23.42,1,14
5.78,0.06,5.91,0.1,0.62,17.08,1,15
3.9,0.27,4.18,0.09,0.64,7.55,1,13
4.92,0.45,5.06,0.24,0.48,9.26,1,20
3.77,0.24,4.08,0.08,0.82,14.81,1,10
4.84,0.2,5.66,0.09,0.92,9.67,1,19
6.01,0.26,6.12,0.16,0.72,11.89,1,9
6.97,0.07,7.39,0.03,0.29,9.15,1,9
5.34,0.05,5.39,0.06,0.93,6.85,1,13
6.66,0.39,6.12,0.13,0.56,23.56,1,14
5.01,0.15,5.04,0.03,0.5,16.28,1,18
4.47,0.46,4.24,0.11,0.99,9.7,1,13
5.78,-0.04,5.6,0.13,0.79,16.04,1,15
5.35,0.19,4.77,0.12,1.03,17.46,1,19
3.88,0.39,3.28,0.08,0.74,12.42,1,15
4.23,0.1,4.43,0.1,0.74,5.34,1,13
3.97,0.41,3.94,0.03,0.88,17.3,1,16
4.35,0.13,4.31,0.02,0.38,15.17,1,13
6.14,-0.13,6.4,0.1,0.98,16.75,1,16
4.82,0.39,4.78,0.06,0.75,18.25,1,19
5.34,0.25,5.73,0.07,0.84,14.59,1,15
6.96,0.07,7.14,0.1,0.77,10.13,1,14
4.28,0.12,3.79,0.27,0.87,12.49,1,17
5.53,0.2,6.07,0.06,0.91,17.12,1,14
5.24,0.24,5.08,0.08,0.72,21.71,1,16
5.15,0.2,4.95,0.06,0.96,19.66,1,16
5.5,0.01,5.62,0.13,1.11,9.82,1,16
5.86,0.36,5.31,0.11,0.94,2.25,1,15
6.06,0.49,6.05,0.06,0.48,13.22,1,17
4.7,0.62,4.75,0.17,0.78,27.02,1,15
6.35,0.42,6.2,0.07,1.0,15.58,1,11
4.54,0.6,4.48,0.11,0.51,16.21,1,13
5.16,0.39,5.29,0.05,0.94,14.9,1,17
5.22,0.21,5.2,0.07,0.58,6.6,1,8
3.83,0.1,3.95,0.08,0.42,14.72,1,12
5.57,0.42,5.09,0.18,0.69,12.29,1,8
5.38,0.24,5.38,0.13,1.09,20.07,1,19
6.69,0.14,7.33,0.05,0.86,15.25,1,16
5.86,0.25,5.54,0.15,0.97,12.07,1,16
5.32,0.74,5.92,0.07,0.68,21.38,1,18
5.93,0.11,6.33,0.06,0.84,13.79,1,13
4.62,0.16,4.81,0.15,0.69,9.51,1,16
4.87,0.28,5.05,0.13,0.85,10.51,1,13
3.39,0.35,3.31,0.14,0.79,5.43,1,12
6.08,0.27,5.62,0.07,0.77,8.64,1,12
3.16,0.56,3.27,0.05,0.65,20.05,1,19
7.87,0.12,8.03,0.09,0.67,19.76,1,14
5.87,0.4,5.93,0.09,0.78,23.62,1,13
6.75,0.39,7.17,0.09,0.9,11.6,1,16
2.73,0.64,2.47,0.12,0.63,21.1,1,14
5.41,0.13,4.81,0.09,0.74,8.95,1,18
6.15,0.39,6.15,0.09,0.99,6.02,1,15
4.13,0.41,4.53,0.03,0.93,4.35,1,18
4.49,0.41,4.16,0.01,0.82,8.81,1,14
5.56,0.19,5.54,0.18,0.76,17.54,1,15
6.27,-0.22,6.23,0.09,0.57,17.52,1,16
3.85,0.37,4.26,0.14,0.87,12.15,1,12
4.56,-0.03,4.2,0.09,0.98,13.36,1,16
4.68,0.32,4.35,0.06,0.72,11.81,1,13
3.81,0.2,3.83,0.04,1.01,19.45,1,19
4.61,0.44,4.97,0.05,0.86,16.26,1,16
6.96,0.32,7.26,0.1,0.66,20.81,1,14
4.21,0.35,3.89,0.14,0.48,20.09,1,16
4.9,0.15,5.02,0.02,0.64,7.12,1,20
5.9,0.34,5.89,0.13,0.77,14.48,1,18
5.18,0.23,5.13,0.09,0.65,19.2,1,15
5.27,0.44,5.69,0.08,0.97,18.43,1,14
3.61,0.61,3.56,0.1,0.98,14.02,1,16
5.05,0.01,5.39,0.04,1.08,14.37,1,17
4.72,0.36,4.66,0.2,0.82,21.52,1,21
4.95,0.24,5.07,0.14,0.86,5.84,1,14
4.84,0.15,4.53,0.1,1.08,14.08,1,18
4.56,0.09,4.8,0.13,0.56,15.21,1,12
7.03,0.37,7.13,0.07,0.61,14.35,1,15
3.78,0.57,3.97,0.06,0.55,11.3,1,19
6.24,0.3,5.98,0.16,0.49,12.28,1,7
5.25,0.72,5.61,0.15,0.78,18.78,1,21
3.96,0.24,3.59,0.08,0.81,16.88,1,18
4.74,0.66,4.91,0.07,0.79,16.6,1,14
5.46,0.41,5.46,0.1,0.85,9.34,1,15
6.68,0.67,6.83,-0.01,0.49,4.85,1,5
5.33,0.48,5.2,0.14,0.7,21.14,1,22
5.85,0.2,6.0,0.12,0.76,13.75,1,16
6.42,0.33,6.63,0.16,0.97,10.45,1,15
4.89,0.36,5.1,0.04,0.88,7.56,1,15
4.57,0.29,4.01,0.11,0.71,22.97,1,15
5.74,0.23,5.37,0.11,1.01,13.04,1,19
4.43,0.17,4.46,0.04,0.64,16.62,1,15
3.42,0.58,3.52,0.07,1.0,11.79,1,19
5.13,0.38,5.52,0.05,0.59,18.07,1,15
3.61,0.46,3.26,0.2,0.6,13.26,1,14
5.81,0.34,5.88,0.22,0.63,5.69,1,14
4.89,-0.13,4.84,0.09,0.64,16.32,1,19
3.3,0.21,3.28,0.13,0.75,11.93,1,14
6.24,0.29,5.98,0.16,0.83,8.69,1,13
4.61,0.13,4.68,0.07,0.22,3.33,1,14
4.7,0.33,4.82,0.15,0.7,9.02,1,16
5.95,0.8,6.22,0.05,0.59,16.31,1,22
4.17,0.32,3.87,0.04,0.2,6.01,1,14
4.33,0.28,4.49,0.1,0.79,20.76,1,16
5.77,0.72,5.73,0.11,0.75,24.99,1,21
6.04,0.3,6.19,0.08,0.71,11.12,1,9
6.32,-0.14,6.53,0.16,0.97,24.69,1,14
5.93,0.47,5.71,0.0,0.81,8.25,1,13
4.32,0.33,4.8,0.08,0.85,16.4,1,13
4.35,0.15,4.45,0.08,0.8,17.41,1,17
3.96,0.43,4.25,0.21,0.93,13.47,1,15
5.59,0.3,5.59,0.07,0.64,11.92,1,16
6.84,0.49,6.88,0.11,0.89,14.59,1,15
3.8,0.34,4.35,0.08,0.77,22.61,1,15
4.94,0.14,5.15,0.08,1.03,15.53,1,15
5.96,0.18,6.1,0.1,1.1,11.87,1,18
5.58,0.5,5.09,0.16,1.01,13.83,1,21
4.69,0.26,4.64,0.15,0.99,16.71,1,15
5.95,0.58,5.86,0.08,0.84,23.8,1,13
2.7,0.14,2.73,0.09,0.47,12.12,1,12
6.75,0.17,6.93,0.08,0.79,14.59,1,12
5.48,0.22,5.84,0.1,0.74,11.27,1,15
6.81,0.72,6.7,0.03,0.74,19.61,1,16
4.27,0.13,4.59,0.03,0.64,17.89,1,18
4.39,0.07,4.43,0.03,0.41,22.81,1,8
4.87,0.38,5.18,0.11,1.1,19.02,1,18
4.36,0.53,4.34,0.06,0.66,10.36,1,15
5.2,0.14,5.4,0.12,1.2,20.54,1,21
4.06,0.22,3.96,0.1,0.76,13.07,1,14
6.82,0.3,6.7,0.12,0.71,14.03,1,12
2.67,0.37,2.72,0.02,0.59,18.95,1,15
4.74,0.3,4.54,0.09,1.22,16.22,1,17
6.98,0.35,6.86,0.03,0.68,16.82,1,7
6.33,0.51,6.56,0.1,0.97,14.17,1,15
4.76,0.43,4.75,0.11,0.5,11.9,1,14
5.93,0.03,6.1,0.15,0.5,21.81,1,11
4.56,0.17,4.92,0.07,0.75,24.37,1,16
5.25,0.34,5.19,0.07,0.37,17.64,1,12
5.32,0.34,5.28,0.11,0.53,14.97,1,15
6.0,0.39,6.04,0.18,0.7,17.45,1,10
4.31,0.19,4.66,0.1,1.09,15.7,1,15
5.28,-0.12,5.36,0.12,1.05,8.8,1,18
3.75,0.01,4.18,0.14,0.57,16.12,1,15
6.39,0.34,6.6,0.2,0.71,9.14,1,13
5.68,0.03,5.71,0.12,0.93,12.3,1,18
4.35,0.23,4.28,0.08,0.79,13.45,1,12
6.38,-0.11,6.57,0.13,0.83,20.48,1,14
5.83,0.26,5.58,0.18,1.02,13.53,1,15
5.39,0.37,5.8,0.09,0.75,17.18,1,15
4.83,0.13,5.21,0.09,0.74,20.55,1,18
4.83,0.13,5.02,0.1,0.83,23.23,1,22
3.09,0.22,2.8,0.17,1.41,17.57,1,16
5.51,0.06,5.52,0.09,0.87,20.26,1,15
5.2,0.34,4.96,0.14,0.66,13.0,1,16
6.43,0.23,6.17,0.14,1.04,21.93,1,17
4.88,0.21,5.14,0.15,0.76,15.34,1,14
6.37,0.16,6.86,0.07,0.69,4.28,1,12
3.1,0.25,2.73,0.14,1.05,19.73,1,17
6.19,0.21,6.64,0.09,0.76,24.81,1,16
5.13,0.52,5.36,0.06,0.63,13.75,1,10
2.85,0.53,2.35,0.06,0.52,15.46,1,7
4.54,0.25,5.2,0.08,0.97,12.39,1,21
4.95,0.18,5.19,0.09,1.06,16.0,1,17
5.42,0.49,5.64,0.09,0.97,19.43,1,9
5.88,0.33,6.37,0.19,0.61,10.58,1,13
4.25,0.51,4.47,0.08,0.72,15.7,1,20
4.52,0.04,3.98,0.03,0.66,15.26,1,18
4.04,0.13,4.1,0.15,0.8,9.77,1,14
3.88,0.11,4.08,0.17,1.2,10.62,1,17
3.69,0.43,4.07,0.0,0.56,14.83,1,15
4.89,0.32,4.98,0.07,0.9,11.93,1,12
4.53,0.63,4.18,0.17,0.92,14.65,1,16
6.2,0.13,6.47,0.12,0.45,15.4,1,18
4.88,0.42,4.71,0.08,1.25,10.84,1,12
5.02,0.37,5.07,0.12,0.59,14.52,1,17
5.61,0.48,6.36,0.1,0.51,9.5,1,16
4.34,0.31,4.11,0.05,0.35,5.58,1,12
3.08,0.34,2.98,0.21,0.75,14.4,1,15
5.91,0.35,6.25,0.17,0.81,13.13,1,12
4.61,0.26,4.84,0.02,0.77,25.43,1,18
4.62,0.41,4.78,0.09,1.04,12.55,1,14
5.4,0.21,5.41,0.14,0.82,14.23,1,12
4.3,0.28,4.78,0.14,0.63,17.16,1,16
4.33,0.2,4.4,-0.03,0.67,14.48,1,15
6.59,-0.17,6.81,0.06,1.06,10.26,1,15
5.76,0.4,5.85,0.06,0.81,7.05,1,20
4.91,-0.04,5.01,0.13,0.59,2.63,1,13
6.92,0.27,7.37,0.06,1.04,16.17,1,25
4.4,0.57,4.56,0.06,0.4,18.58,1,18
3.35,0.07,2.98,0.12,0.98,18.45,1,16
4.94,0.14,4.85,0.08,0.87,17.54,1,17
4.51,0.43,4.71,0.09,0.8,20.19,1,15
5.0,0.5,5.24,0.14,0.97,14.93,1,13
5.94,0.4,5.98,0.09,0.73,20.38,1,16
4.92,0.37,5.18,0.03,0.7,11.07,1,12
6.32,0.22,5.99,0.16,0.68,15.66,1,14
4.1,0.01,3.8,0.15,0.99,16.58,1,12
5.34,0.36,5.13,0.06,0.92,19.18,1,16
5.65,0.31,5.14,0.14,1.39,20.35,1,25
3.21,0.26,2.86,0.2,0.84,13.36,1,17
6.2,0.78,5.87,0.05,0.69,18.26,1,11
3.61,0.21,3.25,0.05,0.72,17.27,1,18
5.0,0.34,4.41,0.14,0.91,14.16,1,16
7.19,0.0,7.31,0.12,0.86,18.74,1,12
4.99,0.41,4.39,0.05,0.66,20.92,1,12
5.59,0.28,4.95,0.1,0.51,8.71,1,12
3.72,0.03,3.59,0.13,1.0,10.23,1,15
6.14,0.48,5.81,0.17,1.06,11.37,1,15
3.93,0.07,4.3,0.01,0.41,16.08,1,9
6.6,0.36,6.71,0.09,1.22,15.52,1,17
2.58,0.61,2.4,0.05,0.55,18.97,1,16
3.99,0.51,4.16,0.15,0.48,15.36,1,15
5.66,0.14,5.38,0.04,0.82,9.3,1,11
2.53,0.26,2.62,0.12,0.79,11.52,1,14
6.96,0.3,6.85,0.16,1.0,12.23,1,11
5.97,0.12,5.59,0.18,0.87,21.8,1,21
4.99,0.32,5.22,0.2,1.04,16.19,1,22
5.11,0.46,5.54,0.11,0.62,16.61,1,11
5.82,0.19,5.95,0.03,0.39,21.12,1,10
5.1,0.53,5.21,0.17,0.78,22.77,1,16
5.47,0.19,5.35,0.19,0.64,20.52,1,14
5.11,0.33,4.85,0.12,0.66,7.55,1,18
5.59,0.27,5.9,0.06,0.48,6.52,1,13
5.63,0.25,5.12,0.16,0.86,14.87,1,10
5.1,0.64,5.09,0.07,0.74,20.49,1,13
3.55,0.32,4.12,0.01,0.69,21.21,1,12
6.88,0.1,6.91,0.09,0.5,7.31,1,12
6.66,0.37,6.85,0.1,0.71,18.13,1,11
3.6,0.47,3.37,0.14,0.58,10.4,1,15
3.49,-0.02,3.65,0.05,0.76,10.37,1,15
6.68,0.69,6.53,0.09,0.9,13.85,1,18
5.02,-0.07,4.41,0.14,0.72,13.5,1,14
3.47,0.51,3.86,0.17,1.09,11.88,1,20
6.53,0.37,6.79,0.11,1.05,18.01,1,8
4.16,0.24,4.74,0.06,0.91,21.94,1,16
5.41,0.23,5.55,0.09,1.06,21.16,1,19
5.09,0.18,5.05,0.12,0.42,18.54,1,15
3.07,0.4,3.12,0.14,0.9,12.95,1,19
6.13,0.08,5.42,0.03,0.65,19.91,1,15
4.21,0.47,3.81,0.17,0.64,13.21,1,17
3.2,0.25,3.38,0.04,0.84,22.34,1,16
5.86,0.67,5.48,0.11,0.86,11.75,1,16
3.88,0.45,4.23,0.06,0.82,10.12,1,16
4.49,0.6,4.4,0.13,0.7,7.64,1,13
4.68,0.65,4.43,0.13,0.62,7.39,1,11
4.97,0.66,5.07,0.1,0.71,22.77,1,17
5.55,0.74,5.45,0.07,0.3,7.98,1,14
5.14,0.35,4.99,0.16,0.55,12.83,1,15
6.18,-0.1,5.73,0.11,0.72,9.63,1,11
3.0,-0.06,3.15,0.09,0.95,16.39,1,13
5.15,0.31,5.27,0.13,0.78,23.54,1,17
4.55,0.36,4.41,0.11,0.87,9.33,1,16
3.5,0.07,3.1,0.12,0.52,11.32,1,15
5.73,0.34,5.62,0.12,1.2,13.23,1,16
6.16,0.21,6.03,0.11,0.65,9.0,1,13
5.04,0.34,5.06,0.08,0.85,21.2,1,19
4.11,0.23,3.71,0.13,0.88,12.05,1,12
3.63,0.26,3.11,0.1,0.53,10.3,1,14
5.32,0.34,4.63,0.01,0.94,19.72,1,18
5.18,-0.11,4.93,0.18,0.73,4.01,1,14
3.75,0.19,4.33,0.08,0.57,12.36,1,5
4.2,-0.14,4.65,0.13,0.76,16.84,1,16
5.23,0.38,5.06,0.1,0.86,16.07,1,11
5.19,0.4,4.42,0.04,0.87,8.68,1,12
5.78,0.34,6.12,0.1,0.99,21.75,1,18
4.35,0.14,4.5,0.08,0.67,17.94,1,14
7.09,0.23,7.53,0.17,0.95,14.18,1,11
4.18,0.33,3.96,0.07,0.68,12.34,1,17
4.99,0.15,4.93,0.04,1.11,11.98,1,23
2.82,0.37,2.59,0.15,0.63,17.21,1,13
5.0,-0.08,5.17,0.09,0.9,8.53,1,10
4.62,0.69,5.16,0.03,0.7,13.62,1,17
5.03,0.29,5.26,0.12,0.99,13.52,1,14
4.54,0.35,4.77,0.15,0.57,22.77,1,14
4.35,0.3,3.77,0.1,1.01,12.25,1,19
3.41,0.33,3.04,0.06,0.43,17.57,1,15
5.49,0.12,5.78,0.14,0.86,9.48,1,12
4.29,0.75,4.2,0.15,0.62,20.48,1,18
4.88,0.04,4.72,0.14,0.63,11.66,1,13
4.75,0.2,4.67,0.14,1.01,23.91,1,18
2.45,0.26,2.04,0.07,0.7,23.14,1,15
4.48,0.15,4.71,0.16,1.0,21.42,1,16
5.25,0.07,4.67,0.06,0.71,8.64,1,12
5.25,-0.1,5.5,0.2,0.44,14.35,1,17
4.63,0.19,5.01,0.15,0.85,16.24,1,19
5.54,0.21,5.42,0.16,0.7,14.75,1,16
3.93,0.47,4.38,0.15,0.64,22.74,1,10
3.95,0.09,3.99,0.11,0.84,10.03,1,17
3.25,0.04,3.68,0.09,1.08,14.46,1,17
4.33,0.47,4.35,0.11,0.68,21.77,1,14
2.92,0.43,2.81,0.05,0.98,13.66,1,18
5.11,0.02,5.22,-0.0,0.44,6.51,1,11
5.12,0.34,4.91,0.05,0.71,13.75,1,13
3.96,0.02,4.01,0.12,0.77,23.27,1,18
4.01,0.23,3.92,0.07,0.77,16.57,1,14
4.99,-0.26,5.14,-0.04,1.01,12.77,1,14
2.5,0.36,2.68,0.13,0.53,17.48,1,18
5.5,0.08,6.02,0.04,0.36,20.71,1,14
6.76,0.15,6.68,0.04,0.96,22.35,1,17
4.77,0.2,4.84,0.1,0.55,7.4,1,13
5.08,0.31,5.0,0.13,0.79,17.94,1,12
4.52,0.31,5.17,0.04,0.89,12.38,1,15
3.3,0.38,3.36,0.01,0.99,8.08,1,14
5.94,0.37,6.35,0.09,0.95,11.61,1,16
3.63,0.08,3.59,0.06,0.86,19.89,1,15
7.46,0.55,7.2,0.12,0.54,18.32,1,13
3.37,0.82,3.49,0.09,0.79,15.39,1,18
4.36,-0.16,4.62,0.22,1.13,11.77,1,21
5.08,0.25,5.61,0.07,0.63,15.75,1,16
3.08,0.49,2.95,0.12,0.96,17.25,1,20
4.59,0.53,3.82,0.1,0.58,21.57,1,17
5.47,-0.02,5.36,0.11,0.93,15.87,1,19
4.36,0.12,4.45,0.16,0.87,19.68,1,17
4.33,0.44,4.59,0.0,0.94,13.27,1,14
4.29,0.5,4.65,0.12,0.64,11.02,1,17
6.54,0.23,6.61,0.12,1.16,14.47,1,19
6.67,0.33,6.72,0.11,0.61,20.04,1,8
5.54,0.54,5.42,0.13,0.83,14.86,1,11
5.62,0.13,5.69,-0.04,1.17,10.09,1,18
5.72,-0.08,5.75,0.14,0.75,12.08,1,10
5.01,0.12,5.03,0.16,0.45,12.98,1,12
5.43,0.33,5.75,0.05,0.95,24.56,1,12
5.56,-0.14,6.06,0.05,1.07,16.91,1,23
4.77,0.51,5.16,0.13,0.77,18.87,1,15
5.6,0.36,5.72,0.03,0.55,11.56,1,10
4.76,0.74,5.14,0.09,0.65,23.31,1,15
4.31,0.41,3.98,0.06,0.84,13.66,1,17
4.46,0.18,4.54,0.06,0.76,11.75,1,18
5.87,0.25,5.64,0.1,1.05,13.74,1,15
5.16,0.26,4.76,0.16,0.81,14.56,1,13
6.62,0.3,6.88,0.05,0.62,17.93,1,13
6.3,0.02,6.53,0.01,0.76,8.05,1,13
4.17,0.37,3.95,0.08,0.76,14.83,1,14
3.9,0.33,4.11,0.12,0.95,17.42,1,13
4.17,0.19,3.96,0.12,0.83,6.9,1,10
5.29,0.39,5.46,0.13,0.77,15.74,1,17
5.66,-0.19,5.43,0.07,0.85,11.92,1,12
6.08,0.3,6.07,0.2,0.92,12.35,1,16
4.04,0.3,3.35,0.05,0.65,11.76,1,17
5.69,0.48,5.02,0.09,1.09,14.56,1,12
5.41,0.37,5.33,0.18,0.64,14.11,1,14
6.01,0.62,5.38,0.06,0.71,15.91,1,16
4.62,0.45,4.76,0.12,0.86,16.6,1,14
4.8,-0.23,5.04,0.15,0.71,12.48,1,15
4.1,0.25,4.27,0.13,0.78,12.4,1,14
6.42,0.33,6.6,0.12,0.74,11.65,1,12
5.09,0.55,4.97,0.15,0.89,15.51,1,10
5.11,0.31,5.12,0.06,0.62,18.64,1,12
5.51,0.08,5.4,0.06,0.77,21.92,1,17
5.36,0.18,4.94,0.1,0.79,13.93,1,8
4.91,0.17,5.24,0.16,0.79,6.95,1,16
4.23,0.41,4.39,0.11,0.56,9.69,1,14
5.23,0.55,4.59,0.1,1.17,19.0,1,18
5.55,0.13,5.49,0.05,0.65,14.83,1,17
5.42,0.24,5.47,0.12,0.8,15.55,1,17
4.71,0.56,4.28,0.22,0.9,8.56,1,17
5.36,0.51,5.36,0.09,1.06,14.72,1,20
6.57,0.17,6.76,0.13,0.62,14.13,1,16
5.58,0.36,5.87,0.12,0.82,18.32,1,13
3.96,0.22,3.98,0.05,0.97,18.61,1,16
4.83,0.19,4.95,0.07,0.8,12.39,1,16
4.92,0.02,4.71,0.14,1.11,16.23,1,15
4.69,0.61,4.82,0.16,0.68,8.46,1,12
5.08,0.05,4.87,0.17,0.88,14.58,1,16
6.15,0.09,5.78,0.1,0.44,15.06,1,9
5.81,0.26,5.75,0.05,1.15,9.88,1,16
5.43,0.46,5.69,0.09,0.74,16.47,1,13
4.83,0.63,4.93,0.06,0.8,12.79,1,19
3.62,0.5,3.29,0.18,0.59,13.33,1,11
5.38,0.34,5.5,0.17,0.91,15.22,1,17
4.61,0.63,4.62,0.09,0.93,17.13,1,16
5.79,0.31,5.68,0.08,0.4,15.16,1,19
4.97,0.21,4.89,0.11,1.06,15.09,1,22
4.75,0.26,4.82,0.05,0.92,11.74,1,17
4.82,0.52,5.02,0.1,0.72,18.68,1,23
2.9,0.55,2.89,0.16,0.84,12.92,1,21
4.94,0.18,4.88,0.15,0.61,11.36,1,14
4.2,0.24,4.03,0.14,1.03,14.4,1,14
5.42,0.28,5.81,0.12,0.68,20.45,1,15
6.77,0.01,6.36,0.04,1.02,18.1,1,20
4.79,0.46,4.38,0.03,1.01,11.44,1,17
4.92,0.35,4.72,0.13,0.98,16.39,1,20
1.76,0.45,1.47,0.08,0.7,5.19,1,16
6.83,0.31,6.47,0.08,0.61,10.55,1,11
5.43,0.69,6.03,0.09,0.61,19.17,1,16
5.63,-0.05,5.66,0.17,0.54,14.75,1,8
6.26,0.32,6.04,0.1,0.9,18.0,1,16
6.55,0.35,6.73,0.06,0.82,19.11,1,13
5.79,0.08,5.52,0.13,0.74,17.66,1,15
5.8,0.53,6.4,0.1,0.96,12.4,1,17
4.49,0.32,4.25,0.06,1.06,14.27,1,13
4.34,0.51,4.66,0.2,0.94,18.99,1,20
6.57,0.1,6.9,0.01,1.02,14.55,1,18
6.41,0.36,6.8,0.21,0.75,11.66,1,13
3.72,0.29,3.35,0.15,1.1,13.83,1,14
5.78,0.69,5.36,0.04,0.81,14.63,1,18
6.22,0.27,6.4,0.04,0.96,15.63,1,15
4.91,0.22,5.16,0.16,0.8,16.17,1,14
5.05,0.33,4.96,0.09,0.79,12.8,1,19
4.46,0.62,4.47,0.05,0.87,15.25,1,11
5.04,0.05,4.87,0.04,1.09,12.85,1,20
5.28,0.03,5.64,0.17,0.81,12.76,1,10
6.11,0.32,6.47,0.17,0.85,15.71,1,16
5.68,0.38,5.53,-0.01,0.94,4.64,1,14
4.97,0.12,4.74,0.07,0.63,8.02,1,12
5.34,0.5,5.15,0.02,0.96,18.21,1,19
4.49,0.39,4.53,0.12,0.52,12.21,1,11
4.97,0.34,4.57,0.17,0.93,21.59,1,13
3.73,0.19,3.17,0.11,0.75,8.62,1,12
5.46,-0.03,5.82,0.1,0.58,19.28,1,8
2.05,0.75,2.2,0.09,0.63,13.78,1,13
5.27,0.41,5.52,0.18,0.54,13.19,1,8
4.28,0.47,4.23,0.13,0.99,17.58,1,19
4.13,0.26,3.76,0.12,1.05,14.31,1,14
6.33,0.37,6.38,0.06,0.8,9.79,1,15
6.24,0.16,5.96,0.01,0.64,15.73,1,15
5.23,0.66,5.23,0.06,0.39,12.02,1,13
5.34,0.57,5.63,0.12,0.58,19.45,1,15
4.61,0.46,4.97,0.19,0.79,19.66,1,19
5.26,0.12,5.04,0.06,0.66,18.52,1,12
5.91,0.25,6.0,0.11,0.93,13.78,1,21
4.98,0.81,4.58,0.1,0.68,18.24,1,12
3.69,-0.05,4.01,0.18,0.83,12.85,1,15
7.31,0.31,6.98,0.05,0.71,11.63,1,10
2.4,0.18,2.64,0.14,0.94,12.38,1,16
5.21,0.28,5.22,0.07,0.92,20.89,1,16
5.71,0.47,5.88,0.08,1.13,23.16,1,18
5.34,0.11,5.43,0.02,0.6,21.74,1,18
5.59,0.28,5.82,0.06,0.65,9.97,1,16
5.92,0.32,6.13,0.09,0.43,16.34,1,14
6.09,0.24,6.11,0.06,0.62,17.05,1,11
6.49,0.01,6.19,0.11,0.34,20.72,1,10
4.42,0.01,4.68,0.13,0.49,4.7,1,5
4.44,0.25,4.33,0.0,0.71,18.32,1,18
4.72,-0.07,4.65,0.06,0.95,14.26,1,13
4.6,0.28,4.94,0.19,1.02,13.43,1,14
4.48,0.21,4.19,0.09,0.82,16.02,1,15
2.39,0.24,2.19,0.09,0.58,10.5,1,10
6.31,-0.21,6.4,0.06,0.66,17.44,1,14
4.49,0.21,4.84,0.07,1.07,20.94,1,16
6.27,0.07,5.9,0.08,0.73,13.14,1,16
5.32,0.52,5.45,0.06,0.63,13.71,1,11
6.89,0.36,6.95,0.09,0.93,14.7,1,22
4.87,0.43,5.4,0.11,0.81,11.02,1,16
6.66,0.28,6.98,0.04,0.72,9.89,1,19
4.47,0.31,4.41,0.12,0.58,12.73,1,16
6.82,0.07,6.99,0.08,0.7,19.46,1,15
3.43,0.36,3.4,0.1,0.51,19.5,1,11
5.39,0.29,5.0,0.14,0.85,12.01,1,22
5.49,0.23,5.97,0.14,0.67,14.8,1,13
4.88,0.41,5.02,0.01,0.9,20.31,1,14
6.0,-0.01,5.19,0.05,0.71,15.08,1,12
4.55,0.09,4.41,-0.05,0.92,17.25,1,16
4.01,0.26,4.26,0.07,0.58,7.51,1,18
4.48,0.27,4.21,0.02,0.75,17.56,1,18
4.12,0.46,3.87,0.04,0.71,14.28,1,12
5.59,0.34,5.76,0.05,0.66,17.78,1,16
4.98,-0.06,4.66,0.15,0.41,17.37,1,13
5.42,0.21,5.61,0.09,0.6,16.1,1,22
4.81,0.41,4.83,0.09,0.49,20.49,1,19
2.86,0.57,3.08,0.13,0.85,8.21,1,19
6.15,0.75,5.96,0.01,0.84,7.68,1,16
