sensor_reading,noise_level,rolling_avg,reading_diff,pga,snr,p_wave_detected,ttf_seconds
0.81,0.89,0.45,0.03,-0.51,1.97,0,0
0.31,1.03,0.35,-0.01,-0.05,9.28,0,0
4.24,0.41,4.1,0.14,0.82,10.88,1,17
5.32,0.26,5.28,0.14,0.86,15.05,1,12
1.35,0.78,1.34,0.03,-0.04,6.52,0,0
1.16,0.67,1.24,0.01,0.24,2.43,0,0
1.97,0.98,2.01,0.02,-0.01,8.95,0,0
0.04,0.8,-0.05,0.01,0.14,-6.5,0,0
4.65,0.12,5.3,0.17,0.84,5.64,1,14
-0.35,0.69,-0.47,-0.03,-0.02,7.07,0,0
-0.31,0.7,-0.56,0.06,0.02,-1.81,0,0
0.31,1.17,0.35,-0.01,0.17,-6.52,0,0
5.52,0.34,5.25,0.13,0.65,20.65,1,10
4.6,0.53,4.51,0.12,1.32,16.35,1,18
-0.2,0.79,-0.07,0.06,-0.03,4.13,0,0
3.44,0.5,3.35,0.11,0.35,15.78,1,11
4.58,0.53,4.84,0.06,0.78,8.87,1,13
5.25,-0.1,5.57,0.09,0.63,15.22,1,17
4.37,0.49,4.74,0.12,0.62,18.05,1,18
0.57,1.05,0.31,-0.08,0.03,-3.67,0,0
-0.42,0.65,-0.45,0.05,0.51,7.23,0,0
4.88,0.57,4.52,0.08,0.69,15.2,1,17
6.84,0.25,7.12,0.07,0.5,23.45,1,18
1.69,0.5,1.53,-0.01,-0.12,4.29,0,0
3.7,0.22,3.39,0.03,0.69,10.0,1,23
1.2,0.87,1.02,-0.01,0.21,4.34,0,0
5.17,0.07,5.06,0.06,0.66,14.21,1,15
4.96,0.4,5.75,0.15,0.86,16.11,1,20
0.49,0.43,0.54,-0.03,-0.03,3.08,0,0
5.97,0.57,5.81,0.16,0.74,14.64,1,16
0.69,0.85,0.62,0.02,-0.14,-2.21,0,0
5.7,0.71,6.18,0.05,0.82,20.48,1,17
7.06,0.26,7.2,0.04,0.59,14.82,1,13
2.99,0.16,3.06,0.09,0.89,20.49,1,17
4.51,0.55,4.41,0.1,0.74,16.4,1,14
0.7,0.89,1.16,0.09,0.2,0.32,0,0
5.37,0.21,5.17,0.03,0.76,16.3,1,12
4.75,0.01,4.42,0.17,0.86,17.98,1,17
0.26,0.77,-0.26,0.01,0.4,9.01,0,0
2.14,0.94,1.71,0.07,-0.1,-5.02,0,0
1.19,0.93,1.12,0.08,-0.18,-0.36,0,0
5.55,0.38,5.49,0.1,0.57,23.71,1,11
4.01,0.33,3.76,0.04,1.2,15.75,1,19
0.82,1.0,0.48,0.12,0.24,-3.93,0,0
3.89,0.21,4.37,0.06,0.84,11.15,1,17
3.65,0.06,3.78,0.08,0.72,26.06,1,22
5.41,0.1,5.41,0.1,0.6,17.87,1,7
0.35,0.7,0.11,0.03,-0.02,2.81,0,0
0.61,0.53,0.37,-0.0,-0.04,4.92,0,0
3.44,0.68,3.22,-0.02,-0.18,0.25,0,0
0.72,0.91,0.15,0.0,0.28,13.84,0,0
6.71,0.34,6.51,0.09,0.46,20.31,1,18
4.84,0.2,5.66,0.09,0.92,9.67,1,19
4.95,0.52,5.01,0.07,0.36,16.54,1,12
4.81,0.1,4.53,0.05,1.07,17.62,1,21
0.74,1.16,0.94,0.01,-0.13,-1.51,0,0
5.84,0.13,6.03,0.06,0.65,12.22,1,19
5.22,0.46,5.51,0.14,0.58,15.22,1,10
1.7,1.01,2.14,-0.0,-0.05,1.61,0,0
1.84,0.52,1.72,0.01,-0.11,-2.08,0,0
-0.98,0.87,-0.76,0.09,0.27,-5.33,0,0
0.9,0.84,0.71,0.12,-0.07,-0.06,0,0
0.74,1.05,0.58,-0.05,0.34,0.96,0,0
5.78,0.28,5.51,0.1,0.79,15.06,1,16
0.14,0.83,0.27,0.05,0.22,6.97,0,0
1.72,0.63,1.77,-0.05,0.13,-2.41,0,0
3.87,-0.0,4.03,0.1,0.66,15.58,1,16
0.43,0.82,0.49,-0.1,0.28,-0.73,0,0
2.2,0.64,2.55,-0.08,0.35,-3.54,0,0
1.33,1.13,1.36,-0.02,-0.19,-6.09,0,0
0.27,0.86,-0.18,-0.03,0.34,7.54,0,0
3.7,0.54,3.64,0.18,0.6,10.42,1,10
5.42,0.7,5.23,0.1,0.97,22.87,1,15
1.06,1.05,0.66,0.02,0.08,-8.1,0,0
0.28,0.87,0.06,0.09,0.01,6.87,0,0
6.54,0.13,6.78,0.17,0.71,15.22,1,11
5.39,0.54,5.62,0.12,0.74,16.99,1,17
0.99,1.07,0.8,0.04,0.21,13.07,0,0
0.35,0.86,0.68,-0.06,0.14,1.5,0,0
1.47,0.93,1.92,-0.0,0.09,1.94,0,0
4.92,0.75,5.04,0.03,1.25,18.2,1,15
-0.88,1.12,-1.09,-0.0,0.01,-2.17,0,0
4.81,0.42,4.96,0.11,1.09,21.37,1,18
3.1,0.32,2.9,0.04,1.07,15.16,1,16
0.79,0.88,0.89,0.0,0.04,0.2,0,0
5.18,0.54,4.61,0.1,0.75,11.69,1,12
6.24,0.6,6.2,0.08,0.98,20.35,1,16
1.69,0.88,1.55,-0.02,0.12,12.9,0,0
0.44,0.83,-0.19,0.08,0.01,-0.48,0,0
6.51,0.25,6.15,0.09,0.63,12.43,1,14
-1.61,1.03,-1.67,-0.06,0.11,5.21,0,0
1.98,0.92,2.22,0.06,0.02,1.78,0,0
0.24,0.91,0.91,0.05,0.28,3.69,0,0
0.44,0.74,0.7,0.02,0.01,-4.34,0,0
5.48,0.36,5.43,0.04,0.73,16.52,1,11
5.89,0.33,5.82,0.06,0.45,19.56,1,7
4.24,0.26,4.44,0.16,0.74,11.66,1,17
5.66,-0.02,5.54,0.0,1.03,12.65,1,20
0.84,0.96,0.81,-0.06,0.2,4.14,0,0
-0.53,0.65,-0.27,-0.0,-0.09,6.96,0,0
-1.52,0.76,-1.54,-0.04,0.11,4.39,0,0
0.47,0.83,0.33,-0.05,0.36,0.85,0,0
5.87,0.33,6.03,0.11,0.85,18.94,1,13
0.98,0.99,1.22,-0.07,0.07,4.18,0,0
-1.02,0.55,-1.46,0.0,0.4,4.22,0,0
-0.11,1.13,0.36,-0.04,0.02,6.09,0,0
5.2,-0.01,5.13,0.14,0.95,16.19,1,14
4.77,0.38,4.32,0.0,0.48,17.0,1,9
5.85,0.6,6.08,0.11,0.73,14.44,1,14
4.43,0.14,4.24,0.12,0.7,15.82,1,16
1.51,0.76,1.65,0.03,0.08,3.95,0,0
2.18,0.85,1.94,0.03,0.06,10.33,0,0
-0.65,0.8,-0.71,0.0,0.07,8.18,0,0
4.8,0.11,4.5,0.17,0.65,15.54,1,16
-0.12,1.27,-0.1,-0.04,0.21,-0.69,0,0
3.79,0.16,3.82,0.16,0.73,19.07,1,13
-1.07,0.83,-1.36,0.03,0.46,3.14,0,0
4.83,0.13,5.02,0.1,0.83,23.23,1,22
5.38,0.34,5.5,0.17,0.91,15.22,1,17
0.98,0.89,1.25,0.06,0.06,-2.79,0,0
5.11,0.13,5.56,-0.01,0.82,15.93,1,19
4.06,0.19,3.89,0.1,1.09,16.22,1,20
1.19,0.84,1.21,0.03,-0.02,-4.05,0,0
4.68,0.01,4.75,0.13,0.85,21.11,1,17
0.17,1.11,-0.01,-0.01,0.3,4.37,0,0
0.93,0.56,1.0,0.06,0.13,9.58,0,0
0.26,1.16,0.28,0.04,0.18,9.78,0,0
0.65,1.03,0.46,-0.11,0.12,-5.84,0,0
6.12,0.64,6.21,0.13,0.94,10.12,1,17
5.07,0.01,5.08,0.09,0.97,16.56,1,21
3.5,0.38,3.51,0.16,0.9,22.8,1,15
4.55,0.38,4.67,0.18,1.04,18.1,1,17
5.27,0.11,5.58,0.09,0.74,9.83,1,13
5.8,0.44,5.92,0.04,1.15,19.83,1,15
5.44,0.34,5.62,0.19,0.88,17.95,1,19
6.54,0.54,6.13,0.04,0.43,16.93,1,10
5.94,0.4,5.98,0.09,0.73,20.38,1,16
-0.37,0.79,-0.63,-0.01,0.31,1.25,0,0
6.23,0.27,6.31,0.11,0.46,12.79,1,13
-0.54,0.67,-0.55,-0.04,0.06,1.36,0,0
-0.07,0.57,0.25,-0.06,0.22,4.31,0,0
2.37,1.34,2.14,0.08,-0.1,7.22,0,0
1.61,0.54,1.62,0.02,0.19,4.71,0,0
4.51,0.44,4.99,0.09,0.77,17.98,1,16
3.87,0.18,3.79,0.12,0.71,14.53,1,13
5.15,0.41,5.23,0.09,1.13,15.81,1,14
3.94,0.44,3.58,0.06,0.62,16.66,1,18
0.29,1.34,0.38,-0.01,-0.41,1.52,0,0
1.22,0.9,0.88,0.03,0.28,5.4,0,0
6.26,0.39,6.37,0.05,0.92,12.93,1,13
-0.92,0.46,-0.98,0.07,0.21,0.72,0,0
3.09,0.03,2.44,0.12,0.68,13.63,1,18
2.05,0.96,1.53,0.02,0.12,0.9,0,0
3.21,0.57,3.19,0.11,0.99,14.67,1,20
0.82,0.82,1.06,-0.02,-0.11,9.93,0,0
-0.22,0.69,-0.45,0.04,-0.12,-3.83,0,0
6.42,0.15,6.58,0.2,0.81,19.0,1,13
4.83,0.76,4.75,0.09,0.81,13.52,1,14
0.05,0.6,-0.24,-0.01,-0.08,5.73,0,0
6.49,-0.23,6.49,0.09,0.12,15.3,1,12
6.65,0.35,7.69,0.06,0.64,23.44,1,13
5.23,0.69,4.73,0.17,0.8,19.86,1,13
-0.23,0.35,-0.2,0.01,0.29,0.02,0,0
3.24,0.6,2.78,0.14,0.99,4.0,1,15
4.03,0.11,4.17,0.01,0.52,13.17,1,11
-0.56,0.75,-0.7,-0.0,0.37,1.33,0,0
1.97,0.49,1.81,0.07,0.12,1.0,0,0
5.45,0.36,5.07,0.08,0.7,21.21,1,16
0.93,0.75,0.53,-0.01,0.15,3.84,0,0
4.67,0.47,5.03,0.15,1.09,11.06,1,15
0.02,0.88,0.01,0.08,0.26,5.54,0,0
6.96,0.25,6.87,0.17,0.62,23.15,1,17
4.29,0.27,4.62,0.02,1.43,6.07,1,13
0.31,0.91,0.26,0.07,0.2,4.51,0,0
4.64,0.28,4.56,0.11,0.73,12.26,1,14
0.11,0.62,0.13,0.04,-0.42,3.12,0,0
0.03,0.96,0.34,-0.03,-0.19,-9.13,0,0
4.42,-0.07,4.41,0.08,0.63,23.18,1,12
5.54,0.62,5.64,0.1,0.89,11.05,1,19
0.52,1.11,0.48,0.03,0.38,1.44,0,0
4.37,0.46,4.48,0.14,0.65,15.92,1,10
1.73,0.99,1.28,0.03,-0.18,7.25,0,0
3.77,0.56,4.23,0.14,0.55,8.83,1,20
6.01,0.44,5.77,0.1,1.03,14.12,1,15
2.71,0.5,2.88,-0.01,0.62,25.32,1,12
4.26,0.7,4.59,0.19,0.73,22.08,1,16
6.34,0.47,6.75,0.04,0.88,16.31,1,18
0.8,0.58,0.15,-0.02,0.17,-3.51,0,0
1.0,0.72,1.04,-0.06,-0.1,-8.77,0,0
2.37,1.0,2.32,-0.04,0.02,7.51,0,0
4.37,0.26,4.29,0.11,0.78,20.11,1,12
3.83,0.27,3.83,0.14,1.22,12.64,1,15
6.93,0.47,7.21,0.11,0.6,20.79,1,15
4.64,0.48,4.53,-0.01,0.97,7.47,1,12
0.92,0.49,1.3,-0.06,-0.16,-8.23,0,0
0.41,0.64,0.32,0.15,0.16,2.79,0,0
5.33,0.16,5.19,0.15,0.36,21.05,1,17
4.89,-0.13,4.84,0.09,0.64,16.32,1,19
4.66,0.32,4.88,0.2,1.06,9.72,1,15
5.11,0.5,5.21,0.13,0.96,15.18,1,19
0.98,0.93,1.13,-0.02,-0.06,-3.88,0,0
4.5,0.5,4.91,0.15,0.85,16.67,1,17
-1.37,1.04,-1.57,-0.04,0.17,-3.49,0,0
1.43,1.05,1.43,-0.02,0.21,-6.81,0,0
-0.1,1.03,-0.42,0.09,-0.19,5.18,0,0
5.16,0.68,5.26,0.13,0.7,4.78,1,10
2.17,0.92,2.47,-0.04,-0.06,-0.43,0,0
5.03,0.09,5.18,0.07,0.77,17.09,1,19
0.95,0.7,0.97,0.02,0.42,0.67,0,0
0.05,1.01,0.58,-0.05,-0.01,4.51,0,0
-0.27,0.67,-0.02,-0.01,-0.01,-3.82,0,0
1.01,1.04,1.36,-0.01,-0.22,-4.26,0,0
5.76,0.37,5.67,0.05,0.86,18.33,1,19
-1.46,0.61,-1.57,0.0,0.18,-0.9,0,0
-0.6,0.94,-0.27,-0.07,-0.07,-1.11,0,0
1.28,0.89,1.08,-0.08,-0.11,0.53,0,0
0.74,0.37,0.67,-0.07,0.16,5.36,0,0
1.81,1.06,1.94,0.02,-0.18,10.84,0,0
0.05,1.04,-0.39,0.05,0.0,8.67,0,0
-0.05,0.89,-0.02,-0.04,0.05,-2.24,0,0
2.49,0.92,2.19,0.04,-0.08,4.46,0,0
5.44,-0.02,5.14,0.14,0.91,9.87,1,19
6.3,0.49,6.26,0.12,0.91,15.36,1,20
0.9,0.87,1.31,-0.0,-0.02,6.72,0,0
5.09,0.16,5.42,0.12,0.82,4.85,1,17
3.64,0.67,3.69,0.13,1.04,8.23,1,15
5.16,0.24,5.25,0.11,0.6,11.15,1,18
0.74,0.75,0.96,-0.05,0.03,2.35,0,0
-0.83,0.51,-0.85,-0.06,0.23,2.02,0,0
1.08,0.76,0.25,-0.03,0.31,-1.21,0,0
4.47,0.16,4.54,0.12,0.91,16.56,1,18
-0.04,0.98,0.21,-0.04,0.35,6.8,0,0
-1.46,0.74,-1.51,-0.06,-0.01,-3.81,0,0
1.07,0.58,1.32,-0.07,0.18,-0.42,0,0
5.07,0.39,4.64,0.06,0.65,10.6,1,8
4.82,0.38,4.53,0.13,0.87,19.46,1,22
3.66,0.45,3.41,0.12,0.75,18.25,1,14
-0.03,0.75,0.27,0.09,0.0,2.75,0,0
0.08,0.93,0.17,-0.06,0.08,3.09,0,0
1.61,0.78,2.08,-0.08,-0.14,9.14,0,0
5.14,0.34,5.49,0.04,0.64,21.19,1,13
4.38,-0.11,3.88,0.09,0.62,8.36,1,14
4.49,0.15,4.96,0.04,1.05,12.28,1,18
1.55,0.88,1.5,0.09,-0.05,0.71,0,0
3.97,0.46,4.46,0.1,0.7,14.46,1,13
5.26,0.23,5.19,0.05,0.84,19.67,1,11
0.6,0.65,0.86,0.0,0.0,4.25,0,0
4.73,0.64,4.25,0.03,0.43,9.15,1,8
5.91,0.33,5.7,0.01,0.82,7.97,1,20
3.05,0.32,3.0,0.15,0.67,17.26,1,15
5.71,0.47,5.88,0.08,1.13,23.16,1,18
0.2,0.86,-0.27,0.07,0.04,-3.64,0,0
4.81,0.15,4.59,0.07,0.81,23.49,1,13
6.18,-0.09,6.59,0.1,0.89,16.59,1,17
3.78,0.29,3.6,0.09,1.11,16.89,1,18
1.35,0.6,1.37,0.01,0.27,0.74,0,0
-0.28,0.83,-0.15,-0.06,-0.16,3.07,0,0
5.21,-0.11,5.14,0.11,0.87,13.35,1,15
5.0,0.13,5.03,0.03,0.65,16.6,1,16
4.27,0.54,4.08,0.11,0.01,11.3,1,13
5.96,0.4,6.38,0.04,0.86,13.81,1,17
2.56,1.01,1.83,-0.02,-0.32,2.38,0,0
4.53,0.1,4.5,0.08,0.92,17.89,1,18
-1.5,1.03,-1.27,0.01,0.03,4.6,0,0
1.68,0.81,1.77,-0.04,-0.2,7.74,0,0
4.82,0.39,4.78,0.06,0.75,18.25,1,19
0.17,0.84,0.21,0.05,-0.02,11.49,0,0
3.91,0.08,3.7,0.04,0.8,14.63,1,14
0.82,0.73,0.65,0.0,0.06,9.96,0,0
6.48,0.6,6.18,0.07,0.67,23.72,1,21
5.77,0.41,5.8,0.1,0.71,18.73,1,17
0.68,0.15,0.56,-0.05,0.15,-6.08,0,0
6.68,0.46,6.55,0.08,0.89,11.19,1,17
2.73,0.64,2.64,0.02,-0.0,5.81,0,0
1.12,1.14,1.33,-0.01,0.24,9.27,0,0
0.58,0.63,0.51,0.02,0.53,6.02,0,0
3.71,0.6,3.93,0.1,0.86,6.65,1,24
0.99,1.0,1.14,0.07,0.37,0.27,0,0
0.03,0.68,-0.31,0.05,0.31,8.16,0,0
3.49,0.47,3.5,0.2,0.91,14.52,1,13
-0.15,1.01,-0.11,0.03,-0.13,-2.23,0,0
-0.31,0.53,-0.17,0.02,0.15,2.96,0,0
5.08,0.15,5.15,0.15,0.3,17.49,1,16
5.08,0.82,4.38,0.07,0.91,26.01,1,18
0.41,1.06,0.03,-0.06,0.11,4.34,0,0
4.69,0.01,4.5,0.05,1.1,25.01,1,13
5.4,-0.08,5.53,0.18,0.84,20.33,1,17
2.89,0.1,2.59,0.1,0.95,20.58,1,17
-0.36,0.96,-0.21,-0.03,0.13,1.34,0,0
0.31,1.14,0.37,-0.05,-0.04,4.53,0,0
2.1,0.18,2.32,0.09,0.51,9.18,1,6
5.26,0.32,5.88,0.12,0.99,15.01,1,17
4.88,0.37,5.07,0.13,0.65,21.25,1,16
3.75,0.02,4.21,0.14,0.67,15.12,1,13
4.7,-0.2,5.06,0.11,1.0,8.9,1,14
5.3,0.49,5.41,0.02,0.85,24.88,1,19
0.13,0.67,0.16,0.02,0.07,3.01,0,0
5.4,0.53,5.37,0.13,0.8,11.27,1,14
5.78,0.4,5.59,0.15,0.84,15.72,1,17
4.76,-0.05,5.22,0.1,0.76,6.86,1,13
5.51,0.38,4.85,0.08,0.36,10.72,1,12
0.03,0.84,-0.39,0.03,-0.03,-2.64,0,0
5.29,0.27,4.94,0.12,0.88,16.77,1,20
-2.34,0.98,-2.24,0.02,-0.21,-4.17,0,0
0.91,0.61,0.67,0.01,-0.05,9.28,0,0
3.89,0.12,4.13,0.16,1.06,16.56,1,12
-0.9,0.79,-1.09,-0.03,0.05,-2.28,0,0
5.96,0.29,6.3,0.11,1.07,17.38,1,19
4.02,0.17,3.67,0.12,0.71,11.13,1,12
-0.41,0.61,-0.66,0.05,0.28,-0.81,0,0
5.55,0.66,5.91,-0.03,1.09,13.92,1,18
3.6,0.06,3.79,0.15,1.02,15.81,1,17
0.7,0.32,0.33,0.13,1.16,14.5,1,18
-0.51,0.61,-0.47,0.02,0.15,-1.62,0,0
4.72,0.49,4.51,0.15,0.6,18.41,1,17
3.0,0.96,2.91,-0.01,-0.27,2.15,0,0
1.22,0.85,1.6,0.02,0.04,4.35,0,0
0.38,0.84,0.07,-0.05,-0.09,2.45,0,0
5.78,-0.04,5.6,0.13,0.79,16.04,1,15
0.02,0.77,-0.13,-0.07,0.21,-1.76,0,0
-2.33,0.92,-1.75,0.05,0.29,-2.26,0,0
2.03,1.17,2.0,0.04,0.36,-0.8,0,0
-0.33,0.69,-0.64,-0.1,0.26,7.12,0,0
0.22,1.27,0.12,0.05,-0.44,3.51,0,0
0.41,0.87,0.83,-0.05,0.1,0.83,0,0
1.78,0.74,1.8,0.01,-0.12,0.36,0,0
-0.86,0.82,-0.71,0.07,0.22,0.67,0,0
6.97,0.07,7.39,0.03,0.29,9.15,1,9
1.56,0.78,1.37,0.03,-0.12,9.87,0,0
6.46,0.3,6.49,0.08,0.95,10.66,1,17
4.77,0.06,4.63,0.07,0.53,18.7,1,15
1.55,0.65,1.69,0.05,0.05,11.17,0,0
4.22,0.24,4.66,0.12,0.87,24.35,1,11
4.16,0.26,4.05,0.1,1.15,10.41,1,19
0.98,0.73,1.31,0.03,-0.1,1.02,0,0
4.03,0.28,3.65,0.11,0.81,23.19,1,14
5.94,0.21,5.89,0.12,0.96,17.82,1,23
1.81,0.8,1.46,-0.02,0.17,-5.92,0,0
6.49,0.01,6.19,0.11,0.34,20.72,1,10
-0.58,0.81,-0.38,-0.05,-0.11,-0.37,0,0
0.51,0.91,0.5,0.13,0.46,14.07,0,0
5.94,0.38,6.04,0.07,0.91,11.28,1,10
0.35,0.46,0.1,-0.02,-0.14,4.41,0,0
5.43,0.19,5.52,0.05,0.98,18.56,1,14
-0.19,0.72,-0.06,0.04,-0.14,8.1,0,0
5.54,0.18,5.78,0.07,0.96,7.73,1,16
3.83,0.62,3.52,0.07,0.93,11.29,1,11
1.15,0.67,1.0,-0.02,0.25,-4.04,0,0
2.83,0.15,2.83,0.09,1.02,12.27,1,21
5.91,0.35,6.25,0.17,0.81,13.13,1,12
0.54,1.01,0.36,0.05,-0.09,3.69,0,0
-0.59,0.69,-1.14,-0.01,0.21,-5.03,0,0
-0.96,0.85,-1.04,-0.03,0.05,8.61,0,0
4.49,0.3,4.44,0.05,0.65,13.3,1,15
0.35,1.02,0.53,-0.01,0.09,2.91,0,0
0.89,0.83,1.15,-0.05,-0.08,6.82,0,0
0.43,0.74,0.38,0.09,-0.12,-0.64,0,0
2.11,0.83,1.98,-0.04,-0.06,-7.4,0,0
6.47,0.39,6.41,0.04,0.74,10.87,1,14
-0.29,0.6,-0.66,-0.04,-0.21,3.35,0,0
4.63,0.62,5.01,0.09,0.74,16.01,1,11
4.75,0.26,4.82,0.05,0.92,11.74,1,17
4.3,0.28,4.78,0.14,0.63,17.16,1,16
3.05,0.24,3.4,0.18,1.14,14.24,1,19
1.79,0.7,1.5,0.01,0.27,5.59,0,0
5.24,0.07,5.26,0.19,0.76,9.27,1,20
5.88,0.24,6.42,0.07,0.96,14.95,1,14
0.99,0.77,1.51,-0.03,-0.11,5.6,0,0
-0.48,0.69,-0.96,-0.1,0.09,2.66,0,0
5.35,0.12,4.68,0.1,1.09,12.95,1,18
-0.51,0.56,-0.38,-0.07,-0.27,-2.31,0,0
6.18,0.3,6.4,0.1,0.8,13.77,1,7
5.55,0.55,5.39,0.06,0.71,13.28,1,19
-0.1,1.14,-0.25,-0.07,0.16,-3.33,0,0
-0.98,1.04,-0.78,-0.03,-0.07,12.67,0,0
-1.13,0.8,-0.94,0.08,0.08,8.67,0,0
3.85,0.32,3.68,0.06,0.61,17.09,1,18
-0.3,0.91,-0.02,-0.08,0.35,11.91,0,0
0.53,0.24,0.41,0.06,-0.13,-8.3,0,0
0.15,0.77,-0.27,-0.05,-0.06,-0.96,0,0
-0.77,0.58,-0.49,0.04,-0.29,3.22,0,0
4.52,0.54,4.74,0.03,0.5,16.95,1,12
5.31,0.2,5.82,0.13,0.97,14.14,1,20
4.97,0.21,4.89,0.11,1.06,15.09,1,22
6.87,0.18,6.57,0.14,1.01,16.36,1,10
1.66,0.83,1.73,-0.01,0.18,9.58,0,0
-0.61,0.8,-0.51,-0.03,0.48,0.14,0,0
4.47,0.42,4.34,0.08,0.71,18.51,1,18
0.52,0.86,0.64,0.07,0.15,4.32,0,0
-0.82,0.88,-1.06,0.02,0.45,3.53,0,0
5.66,0.51,5.88,-0.02,0.57,12.39,1,16
-0.57,0.79,-0.3,0.03,0.16,-4.69,0,0
5.67,0.82,6.04,0.09,0.76,15.88,1,12
-0.31,0.86,-0.04,0.0,0.2,-0.01,0,0
-0.84,0.88,-1.41,0.11,0.24,-3.98,0,0
-0.11,0.5,0.27,0.02,0.27,5.97,0,0
6.03,-0.09,5.89,0.19,0.5,13.83,1,13
5.03,0.48,4.7,0.13,0.96,20.13,1,16
3.64,0.27,4.12,0.1,0.95,6.75,1,12
0.2,1.02,0.45,0.03,0.29,4.7,0,0
-0.83,1.04,-0.89,0.08,0.07,12.48,0,0
0.64,0.7,0.6,-0.04,0.03,10.1,0,0
3.35,0.44,3.77,0.1,0.72,4.45,1,14
3.17,0.32,3.0,0.17,0.84,12.22,1,15
5.84,0.45,5.55,0.14,0.72,12.72,1,15
0.35,0.74,0.14,0.09,0.34,1.79,0,0
4.61,0.24,4.56,0.06,0.99,8.28,1,17
4.19,-0.15,4.06,0.03,0.93,7.68,1,14
4.57,0.27,4.23,0.04,0.71,18.7,1,19
5.36,0.41,5.71,0.04,0.72,20.65,1,13
-0.24,1.04,-0.4,-0.0,-0.01,7.46,0,0
4.62,0.13,4.29,0.03,0.9,19.36,1,16
5.17,0.49,5.18,0.13,0.82,11.06,1,11
-0.85,0.24,-1.02,0.01,-0.1,9.26,0,0
5.63,0.07,5.13,0.05,0.4,27.33,1,16
3.94,0.19,3.96,0.08,0.98,16.51,1,13
5.65,0.0,6.15,0.1,0.52,23.29,1,16
0.42,0.77,0.55,0.01,-0.17,6.75,0,0
6.99,0.04,7.12,0.13,0.88,19.7,1,16
4.01,0.49,4.03,0.02,0.5,14.98,1,14
3.93,0.57,4.51,0.08,0.87,13.42,1,15
5.32,-0.01,5.34,0.14,0.82,16.05,1,17
0.31,0.6,0.35,-0.06,0.18,-3.49,0,0
0.9,1.0,0.96,0.02,-0.11,12.27,0,0
0.53,0.58,0.15,0.06,0.22,1.92,0,0
1.22,0.82,0.87,-0.09,0.41,12.94,0,0
4.85,0.17,5.44,0.09,0.72,18.99,1,19
1.77,0.7,1.85,-0.02,-0.05,2.32,0,0
-0.59,0.22,-0.69,0.06,0.13,9.7,0,0
4.8,0.44,4.63,0.12,0.77,18.33,1,13
1.37,0.67,1.31,-0.01,0.26,8.92,0,0
2.39,0.41,2.93,0.07,0.18,-3.28,0,0
0.11,0.6,0.34,0.02,-0.04,-3.1,0,0
3.99,0.45,3.68,0.14,1.13,14.09,1,18
6.01,-0.02,5.61,0.13,0.82,15.21,1,16
4.23,0.34,3.59,0.08,0.83,10.81,1,13
4.79,0.17,4.66,0.07,0.9,19.78,1,17
5.03,0.34,5.62,0.17,0.58,13.11,1,15
-1.25,0.85,-1.07,0.0,-0.08,-3.24,0,0
-0.22,1.04,-0.66,-0.01,0.12,1.69,0,0
4.8,0.51,5.18,0.05,0.7,20.0,1,11
-0.98,0.92,-0.5,-0.0,0.57,6.55,0,0
-0.36,0.66,-0.44,-0.02,0.05,12.29,0,0
3.05,0.83,4.23,-0.05,0.08,3.49,0,0
5.31,0.25,5.54,0.19,0.76,12.86,1,17
0.65,0.77,0.93,0.01,0.08,0.49,0,0
6.11,0.34,5.76,0.1,0.66,19.55,1,15
5.2,0.25,5.19,0.12,0.84,20.14,1,15
3.71,0.3,3.87,0.09,1.15,3.57,1,10
3.47,0.51,3.86,0.17,1.09,11.88,1,20
0.21,0.86,0.65,0.07,-0.09,0.94,0,0
3.19,0.9,3.2,-0.07,0.2,0.17,0,0
5.61,0.32,5.54,0.08,0.81,19.22,1,15
1.1,0.99,1.32,0.01,0.05,2.48,0,0
0.31,0.46,0.57,0.02,0.01,2.36,0,0
5.74,0.34,5.81,0.09,0.57,21.22,1,14
5.5,0.54,5.47,0.1,0.7,18.52,1,14
0.33,0.78,0.39,-0.03,0.3,-0.5,0,0
-0.72,0.53,-1.05,-0.06,-0.02,8.93,0,0
0.69,0.8,0.82,0.03,-0.14,3.64,0,0
6.06,0.27,5.68,0.12,0.85,14.54,1,15
0.76,0.33,1.1,0.02,0.16,-5.09,0,0
5.69,0.54,5.93,0.13,0.7,28.4,1,15
5.72,-0.02,6.05,0.06,0.93,17.75,1,15
1.93,0.68,1.3,0.03,-0.07,7.21,0,0
3.3,0.38,3.36,0.01,0.99,8.08,1,14
5.39,0.63,5.39,0.1,0.68,10.45,1,14
5.6,0.38,5.26,0.09,0.58,23.94,1,8
4.78,0.21,4.8,0.2,0.98,19.53,1,21
5.85,0.24,6.12,0.03,0.96,23.04,1,16
4.49,0.24,4.84,0.11,0.89,14.26,1,16
5.56,0.27,5.64,0.09,0.61,9.3,1,12
5.39,-0.16,4.57,0.14,0.93,12.0,1,16
0.56,0.7,0.07,0.02,-0.1,-1.83,0,0
0.51,0.89,0.79,0.07,0.1,4.78,0,0
-1.1,1.03,-0.95,-0.0,0.38,8.02,0,0
4.78,0.16,4.96,0.06,1.25,14.56,1,13
4.33,0.5,4.27,0.14,1.27,8.97,1,15
-0.15,0.7,-0.24,0.03,-0.02,-3.23,0,0
4.6,-0.03,4.47,0.09,1.01,18.3,1,12
-0.86,0.66,-0.6,-0.12,0.11,8.62,0,0
6.04,0.5,6.41,0.11,0.71,15.8,1,13
